Name,Rolls,Current Substation (from Rolls),record_id,Width Average (mm)
PIQUE - R44042: X - PO-3147,R44042: PIQUE,Material Prep,rec5GXpbA2zlZ1FoV,1490.0
PIQUE - R29766: X - PO-3147,R29766: PIQUE,Material Prep,rectbytL6Bt0Wb56p,1510.0
PIQUE - R29791: X - PO-3147,R29791: PIQUE,Material Prep,recQFGiRgO50KNueu,1526.7
PIQUE - R29759: X - PO-3147,R29759: PIQUE,Material Prep,recjELA1NqFQ5TOMQ,1470.0
PIQUE - R29784: X - PO-3147,R29784: PIQUE,Material Prep,recDpDPdeyGshUA6I,1600.0
PIQUE - R49298: X - PO-3147,R49298: PIQUE,Material Prep,recvLO8qx2w3zmM67,1563.3
PIQUE - R45241: X - PO-3147,R45241: PIQUE,Material Prep,reciBcgz4CFyr0Z3S,1520.0
PIQUE - R45074: X - PO-3147,R45074: PIQUE,Material Prep,recJsTFxBV2GrctX4,1386.7
PIQUE - R29786: X - PO-3147,R29786: PIQUE,Material Prep,recwDzfH9gx1wFKPY,1496.7
PIQUE - R44027: X - PO-3147,R44027: PIQUE,Material Prep,recUgKfbM9un2Ok0h,1546.7
PIQUE - R43736: X - PO-3147,R43736: PIQUE,Material Prep,recYneuUmOvkIxpnV,1500.0
PIQUE - R43379: X - PO-3147,R43379: PIQUE,Material Prep,recGAvaX0zPpmhwaF,1510.0
PIQUE - R43735: X - PO-3147,R43735: PIQUE,Material Prep,recFX7e9qyuiasnEk,1526.7
PIQUE - R44704: X - PO-3147,R44704: PIQUE,Material Prep,recrdlLGl59EtAJNu,1500.0
PIQUE - R42396: X - PO-3147,R42396: PIQUE,Material Prep,rec6Acr3W9uMc9Ng3,1500.0
PIQUE - R42879: X - PO-3147,R42879: PIQUE,Material Prep,recS9m00LjTS8lkBt,1486.7
PIQUE - R29768: X - PO-3147,R29768: PIQUE,Material Prep,rec7QeGPtq7KbKoRI,1486.7
PIQUE - R48954: X - PO-3147,R48954: PIQUE,Material Prep,recVczpOcePmYNRK2,1433.3
PIQUE - R51424: X - PO-3147,R51424: PIQUE,Material Prep,recxHhcO6VvrQT3r3,1543.3
PIQUE - R51419: X - PO-3147,R51419: PIQUE,Pretreatment,reccJkiBLVD4qjDpt,1440.0
PIQUE - R51431: X - PO-3147,R51431: PIQUE,Material Prep,rec3p6ngec7EACfSG,1410.0
PIQUE - R51433: X - PO-3147,R51433: PIQUE,Material Prep,recyarmDNgkcNlurR,1430.0
PIQUE - R51434: X - PO-3147,R51434: PIQUE,Material Prep,recDNCxHvw5PICz8V,1466.7
PIQUE - R51439: X - PO-3147,R51439: PIQUE,Material Prep,recdhgMFcKeo04XXP,1500.0
PIQUE - R51440: X - PO-3147,R51440: PIQUE,Material Prep,recYrqCWko2BApQhw,1420.0
PIQUE - R51442: X - PO-3147,R51442: PIQUE,Material Prep,recsQ2CYtmTEkgIJU,1480.0
PIQUE - R51443: X - PO-3147,R51443: PIQUE,Material Prep,recT7VC3v4ioXugXE,1413.3
PIQUE - R51446: X - PO-3147,R51446: PIQUE,Material Prep,recRnrSejkq5Nl7gA,1486.7
PIQUE - R51444: X - PO-3147,R51444: PIQUE,Material Prep,recOELXK08j24kUpH,1476.7
PIQUE - R51447: X - PO-3147,R51447: PIQUE,Material Prep,recHM7IjcoDL2d0H6,1490.0
PIQUE - R51448: X - PO-3147,R51448: PIQUE,Material Prep,recEsfdUMS20aPW8F,1470.0
PIQUE - R51449: X - PO-3147,R51449: PIQUE,Material Prep,recZNsN7uwC86zDXk,1456.7
PIQUE - R51450: X - PO-3147,R51450: PIQUE,Scour: Wash,receBy0WpJztA1pbh,1466.7
PIQUE - R51945: X - PO-3147,R51945: PIQUE,Material Prep,recONkDQ1fSKeJ5KC,1516.7
PIQUE - R52451: X - PO-3147,R52451: PIQUE,Material Prep,recoXhbcQKEE2Nnjg,1480.0
PIQUE - R52919: X - PO-3147,R52919: PIQUE,Material Prep,recSHQ0dOVYi1vnaa,1566.7
PIQUE - R52611: X - PO-3147,R52611: PIQUE,Scour: Wash,recyzTCIaloMXzjwT,1470.0
PIQUE - R53055: X - PO-3147,R53055: PIQUE,Material Prep,recJebMjxplbwZoWj,1503.3
PIQUE - R51446: X - PO-3147,R51446: PIQUE,Material Prep,recoz4bh7tQRYnLRj,1400.0
PIQUE - R51433: X - PO-3147,R51433: PIQUE,Material Prep,recppcgs2Sufcl6LV,1423.3
PIQUE - R51419: X - PO-3147,R51419: PIQUE,Pretreatment,rec1lMqNkrsDj45Df,1423.3
PIQUE - R48644: X - PO-3147,R48644: PIQUE,Material Prep,recaGshvo10VT62ek,1406.7
PIQUE - R53083: X - PO-3147,R53083: PIQUE,Material Prep,reckRYC92ufa8m2zp,1496.7
PIQUE - R42580: X - Resonance Order : PIQUESC360SC330,R42580: PIQUE,Scour: Wash,reca30LC7sg3nnTlO,1596.7
PIQUE - R53143: X - PO-3147,R53143: PIQUE,Material Prep,recSqOENn0oqpsp6G,1483.3
PIQUE - R52649: X - PO-3147,R52649: PIQUE,Scour: Wash,reckQlFPYodSuExAe,1386.7
PIQUE - R53291: X - PO-3147,R53291: PIQUE,Material Prep,recqJjdYJz8I1qfXo,1533.3
PIQUE - R29766: X - PO-3147,R29766: PIQUE,Material Prep,recfqV4kSr74x0F8l,1480.0
PIQUE - R44042: X - PO-3147,R44042: PIQUE,Material Prep,recJCi6Mos02q0QSu,1456.7
PIQUE - R45241: X - PO-3147,R45241: PIQUE,Material Prep,recdJXUos3BrawGRB,1470.0
PIQUE - R29768: X - PO-3147,R29768: PIQUE,Material Prep,rec8v7sFzj7qSwFMm,1500.0
PIQUE - R51447: X - PO-3147,R51447: PIQUE,Material Prep,recVhVIo8nShClOG3,1516.7
PIQUE - R51444: X - PO-3147,R51444: PIQUE,Material Prep,recjSUs8i5sg0fiWf,1413.3
PIQUE - R53409: X - PO-3147,R53409: PIQUE,Material Prep,reczJnQ6f63lWkFXX,1500.0
PIQUE - R47380: X - PO-3147,R47380: PIQUE,Material Prep,recWoCX3mh97enZdY,1450.0
PIQUE - R49876: X - PO-3147,R49876: PIQUE,Material Prep,recMGSiqElBtP21sH,1430.0
PIQUE - R48584: X - PO-3147,R48584: PIQUE,Material Prep,rec3Hfwb4st9Iksya,1470.0
PIQUE - R42879: X - PO-3147,R42879: PIQUE,Material Prep,recKpXdv5GVWq2PsY,1463.3
PIQUE - R49298: X - PO-3147,R49298: PIQUE,Material Prep,recXYJVO4sTuRGL76,1513.3
PIQUE - R29759: X - PO-3147,R29759: PIQUE,Material Prep,recKNjVjvgo2Oqq8X,1487.3
PIQUE - R29791: X - PO-3147,R29791: PIQUE,Material Prep,recJPLpP0DokxR58t,1496.7
PIQUE - R43735: X - PO-3147,R43735: PIQUE,Material Prep,recIdxa6qdhGUpoiC,1503.3
PIQUE - R54063: X - PO-3147,R54063: PIQUE,Material Prep,rec6dkiTKiYypExrg,1510.0
PIQUE - R54949: X - PO-3147,R54949: PIQUE,Material Prep,rec3qHk1lOKicfUtm,1390.0
PIQUE - R55031: X - PO-3147,R55031: PIQUE,Material Prep,rec4HNYeOeTuYFNak,1466.7
PIQUE - R55547: X - PO-3147,R55547: PIQUE,Material Prep,reczJT7tIfpBCeryB,1430.0
PIQUE - R53990: X - PO-3147,R53990: PIQUE,Material Prep,recaYkAio6VJxnxPW,1480.0
PIQUE - R55776: X - PO-3147,R55776: PIQUE,Material Prep,recXaTQqZuprhDCU2,1466.7
PIQUE - R55921: X - PO-3147,R55921: PIQUE,Material Prep,recdI5St49FFsynNQ,1423.3
RYJ01 - R48960: X - Resonance Order : RYJ01,R48960: RYJ01,Material Prep,recmGdB0cphKnVPIp,1396.7
RYJ01 - R38912: X - Resonance Order : RYJ01,R38912: RYJ01,Material Prep,reckAcDlXmbsjX6r2,61.0
RYJ01 - R38914: X - Resonance Order : RYJ01,R38914: RYJ01,Material Prep,rec6AoFaDnAeedvvR,1360.0
RYJ01 - R38919: X - Resonance Order : RYJ01,R38919: RYJ01,Material Prep,recrcmnfasXH7nj6g,1486.7
RYJ01 - R38918: X - Resonance Order : RYJ01,R38918: RYJ01,Material Prep,recNZ3etUU34wEjkL,1356.7
RYJ01 - R46096: X - Resonance Order : RYJ01,R46096: RYJ01,Material Prep,recpFLyWXFFSu6gJZ,1360.0
RYJ01 - R47226: X - Resonance Order : RYJ01,R47226: RYJ01,Material Prep,recKziUJylshHwfS4,1450.0
RYJ01 - R47896: X - Resonance Order : RYJ01,R47896: RYJ01,Material Prep,recATqttLj0VQIbuv,1350.0
RYJ01 - R47967: X - Resonance Order : RYJ01,R47967: RYJ01,Material Prep,recTRzEVRgtY7UWPG,1660.0
RYJ01 - R48190: X - Resonance Order : RYJ01,R48190: RYJ01,Material Prep,recCBx6iaFaoWJZko,1350.0
RYJ01 - R48302: X - Resonance Order : RYJ01,R48302: RYJ01,Material Prep,recEKDzWsnjMafXJ2,1449.3
RYJ01 - R48309: X - Resonance Order : RYJ01,R48309: RYJ01,Material Prep,recGpXpiy1ApVPcJg,1486.7
RYJ01 - R49302: X - Resonance Order : RYJ01,R49302: RYJ01,Material Prep,recoRoGmNTTyPxMJJ,1300.0
RYJHV - R19021: X - PO-1192,R19021: RYJHV,Pretreatment,recY7tDX1mckZil4R,1646.7
RYJHV - R19006: X - PO-1192,R19006: RYJHV,Pretreatment,rec26b4oGanjO4ku3,1650.0
RYJHV - R18984: X - PO-1192,R18984: RYJHV,Pretreatment,recyYRGVOTr9lEcnG,1643.3
RYJHV - R18984: X - PO-1192,R18984: RYJHV,Pretreatment,recZ0acwXDBxqEwWW,1560.0
RYJHV - R19021: X - PO-1192,R19021: RYJHV,Pretreatment,recMbgOTfX0ZhaNtP,1543.3
RYJHV - R19006: X - PO-1192,R19006: RYJHV,Pretreatment,recy0jSbtIjogAUWn,1560.0
RYJHV - R53963: X - PO-1192,R53963: RYJHV,Scour: Wash,recyCvsUHN6CHdvPh,1523.3
RYJHV - R53982: X - PO-1192,R53982: RYJHV,Scour: Wash,recLDZJ55b1K3HQ7P,1550.0
RYJHV - R18947: X - PO-1192,R18947: RYJHV,Scour: Wash,recRrZYxdclY0BCmX,1670.0
RYJHV - R18939: X - PO-1192,R18939: RYJHV,Scour: Wash,recu7YlhX5HEGdEjN,1643.3
RYJHV - R18948: X - PO-1192,R18948: RYJHV,Scour: Wash,recz1aih4h21FNEOb,1626.7
RYJHV - R18944: X - PO-1192,R18944: RYJHV,Scour: Wash,rectVqexgzDWeXpht,1620.0
RYJHV - R54185: X - PO-1192,R54185: RYJHV,Scour: Wash,recEx43kQY2Lf8EtC,1660.0
RYJHV - R18956: X - PO-1192,R18956: RYJHV,Scour: Wash,recIoMJPM3gSZtoYL,1620.0
RYJHV - R18911: X - PO-1192,R18911: RYJHV,Scour: Wash,recUQGtalSAjhdYBA,1650.0
RYJHV - R18996: X - PO-1192,R18996: RYJHV,Scour: Wash,recEa3rJNYWVAuF02,1630.0
RYJHV - R54193: X - PO-1192,R54193: RYJHV,Scour: Wash,recJJw6h1NHO1iIlW,1653.3
RYJHV - R19011: X - PO-1192,R19011: RYJHV,Scour: Wash,recAmNgAa4HFik1Y3,1560.0
RYJHV - R18975: X - PO-1192,R18975: RYJHV,Scour: Wash,rec9zpdDJ505XRGM6,1633.3
RYJHV - R18929: X - PO-1192,R18929: RYJHV,Scour: Wash,recSg7BurGE56Ykxz,1636.7
RYJHV - R18928: X - PO-1192,R18928: RYJHV,Scour: Wash,rec9UBOkLXLfDZj0f,1643.3
RYJHV - R18989: X - PO-1192,R18989: RYJHV,Scour: Wash,recx8FiG2AllB9kp4,1646.7
RYJHV - R18916: X - PO-1192,R18916: RYJHV,Scour: Wash,recAUJDSC5Pb3a0ww,1643.3
RYJHV - R18961: X - PO-1192,R18961: RYJHV,Scour: Wash,rec4flykcFcvjtUrG,1640.0
RYJHV - R18972: X - PO-1192,R18972: RYJHV,Scour: Wash,recXp4K6wnnpVZz8t,1660.0
RYJHV - R19003: X - PO-1192,R19003: RYJHV,Scour: Wash,recAPfOYqOkuMq4Sl,1636.7
RYJHV - R18942: X - PO-1192,R18942: RYJHV,Scour: Wash,recHghHZWNCKRQANb,1646.7
RYJHV - R19001: X - PO-1192,R19001: RYJHV,Scour: Wash,recAt3XbmE3teKSis,1620.0
RYJHV - R18940: X - PO-1192,R18940: RYJHV,Scour: Wash,recyPqRGIVs7oaXCe,1620.0
RYJHV - R18913: X - PO-1192,R18913: RYJHV,Scour: Wash,recFpmc6l7mQifO0h,1636.7
RYJHV - R54239: X - PO-1192,R54239: RYJHV,Scour: Wash,recREbTPTdBwc70v2,1655.0
RYJHV - R54241: X - PO-1192,R54241: RYJHV,Scour: Wash,recNov9BudnEoEFcq,1583.3
RYJHV - R54240: X - PO-1192,R54240: RYJHV,Scour: Wash,recRJLNi8insXSNYJ,1650.0
RYJHV - R18976: X - PO-1192,R18976: RYJHV,Scour: Wash,rec0RPbqYVKxWutZt,1636.7
RYJHV - R18957: X - PO-1192,R18957: RYJHV,Scour: Wash,rec09W5myNH34O0Uq,1640.0
RYJHV - R19008: X - PO-1192,R19008: RYJHV,Scour: Wash,recos7x8F7FXTj4sy,1593.3
RYJHV - R18910: X - PO-1192,R18910: RYJHV,Scour: Wash,recbN2JS7oRl5leqE,1131.0
RYJHV - R19004: X - PO-1192,R19004: RYJHV,Scour: Wash,recq6mn4xVrLLOdrC,1656.7
RYJHV - R18930: X - PO-1192,R18930: RYJHV,Scour: Wash,recZiPSWXEwrr6wFo,1660.0
RYJHV - R54242: X - PO-1192,R54242: RYJHV,Scour: Wash,recirVgH4AvczACA6,1660.0
RYJHV - R18966: X - PO-1192,R18966: RYJHV,Scour: Wash,recFHJo5jLzMWGcyq,1626.7
RYJHV - R18935: X - PO-1192,R18935: RYJHV,Scour: Wash,recNTU0koDssE1u0e,1653.3
RYJHV - R19002: X - PO-1192,R19002: RYJHV,Scour: Wash,recxPEmYaCWnZKiFW,1663.3
RYJHV - R19000: X - PO-1192,R19000: RYJHV,Scour: Wash,reccD0hTVzDzOZb6n,1650.0
RYJHV - R18906: X - PO-1192,R18906: RYJHV,Scour: Wash,rec7v7TVXxZeRR9vv,1650.0
RYJHV - R54243: X - PO-1192,R54243: RYJHV,Scour: Wash,rec0ReJAoG6OSE50L,1646.7
RYJHV - R54245: X - PO-1192,R54245: RYJHV,Scour: Wash,recW4n1lrwdqDB8EU,1663.3
RYJHV - R54244: X - PO-1192,R54244: RYJHV,Scour: Wash,recJxLHGDS5b9WC89,1646.7
RYJHV - R18962: X - PO-1192,R18962: RYJHV,Scour: Wash,recHiSeYeDdV2BAEW,1613.3
RYJHV - R18937: X - PO-1192,R18937: RYJHV,Scour: Wash,rec01MIwuUw9j6cth,1646.7
RYJHV - R18921: X - PO-1192,R18921: RYJHV,Scour: Wash,recWTInYSv8Glscb6,6520.0
RYJHV - R18990: X - PO-1192,R18990: RYJHV,Scour: Wash,recTFC6ZNrjwiA70V,1646.7
RYJHV - R19012: X - PO-1192,R19012: RYJHV,Scour: Wash,recdp1aOt6il64PF3,1663.3
RYJHV - R19018: X - PO-1192,R19018: RYJHV,Scour: Wash,recq1ZTvkgxpEk0vb,1603.3
RYJHV - R19007: X - PO-1192,R19007: RYJHV,Scour: Wash,recqr6w5ioN75uhwk,1606.7
RYJHV - R18997: X - PO-1192,R18997: RYJHV,Scour: Wash,recxykfvUJCLG0nHd,1630.0
RYJHV - R19009: X - PO-1192,R19009: RYJHV,Scour: Wash,recmoZiADqym4pAcD,1640.0
RYJHV - R18983: X - PO-1192,R18983: RYJHV,Scour: Wash,recvywAHlonbL0w7K,1640.0
RYJHV - R18979: X - PO-1192,R18979: RYJHV,Scour: Wash,recHsbCZSpphn0rnn,1636.7
RYJHV - R18969: X - PO-1192,R18969: RYJHV,Scour: Wash,recNI0vlO5HAMpuqw,1623.3
RYJHV - R18900: X - PO-1192,R18900: RYJHV,Scour: Wash,recNyQUyhuSG0TpLb,1616.7
RYJHV - R18988: X - PO-1192,R18988: RYJHV,Scour: Wash,recnm2H1TPbGZh4uo,1650.0
RYJHV - R18963: X - PO-1192,R18963: RYJHV,Scour: Wash,recWXZfgrnnQgKOP6,1646.7
RYJHV - R18968: X - PO-1192,R18968: RYJHV,Scour: Wash,recVAxow0tklQgmPl,1636.7
RYJHV - R19017: X - PO-1192,R19017: RYJHV,Scour: Wash,recAwFVSJTmtWShbS,1603.3
RYJHV - R18943: X - PO-1192,R18943: RYJHV,Scour: Wash,rec7fd4zNLfU9SJVJ,1640.0
RYJHV - R18917: X - PO-1192,R18917: RYJHV,Scour: Wash,recz7Ab73DwzxDpXA,1620.0
RYJHV - R18945: X - PO-1192,R18945: RYJHV,Scour: Wash,recJmZemwquDO6Dfx,1620.0
RYJHV - R18926: X - PO-1192,R18926: RYJHV,Scour: Wash,recFbem21VXoTmC6u,1626.7
RYJHV - R18908: X - PO-1192,R18908: RYJHV,Scour: Wash,rec5QhMY2fgN2cxQJ,1680.0
RYJHV - R18977: X - PO-1192,R18977: RYJHV,Scour: Wash,recepaHRxl2fQdXo2,1640.0
RYJHV - R19019: X - PO-1192,R19019: RYJHV,Scour: Wash,reckGzs41GGzMrm1d,1630.0
RYJHV - R54247: X - PO-1192,R54247: RYJHV,Scour: Wash,recsDpltzPdPMjvAU,1633.3
RYJHV - R54252: X - PO-1192,R54252: RYJHV,Material Prep,recamVGElBXCH1PbD,1630.0
RYJHV - R54246: X - PO-1192,R54246: RYJHV,Scour: Wash,recBTGvMj9YLPP8Kl,1630.0
RYJHV - R54251: X - PO-1192,R54251: RYJHV,Scour: Wash,recmocmR7wV7x3xDg,1633.3
RYJHV - R54250: X - PO-1192,R54250: RYJHV,Scour: Wash,recZnksT4P3EZNvlQ,1613.3
RYJHV - R54249: X - PO-1192,R54249: RYJHV,Scour: Wash,recFdafXqPJAkZBSI,1673.3
RYJHV - R54248: X - PO-1192,R54248: RYJHV,Scour: Wash,recqqYIgtcB4QB4Lx,1640.0
RYJHV - R19020: X - PO-1192,R19020: RYJHV,Scour: Wash,recc1JfVm2sjJ6dgB,1640.0
RYNFT - R52823: X - PO-50,R52823: RYNFT,Material Prep,recLEKsbz3T4L6Fhi,1683.3
RYNFT - R53977: X - Resonance Order : RYNFT,R53977: RYNFT,Material Prep,recsqwPwRDzSjSjxh,1450.0
RYNFT - R53991: X - Resonance Order : RYNFT,R53991: RYNFT,Material Prep,recqmVA8HmMygG23E,1433.3
RYNFT - R10895: X - Resonance Order : RYNFT,R10895: RYNFT,Material Prep,rec7aJv4iE8PgQeY7,1690.0
RYNFT - R41951: X - Resonance Order : RYNFT,R41951: RYNFT,Material Prep,recQpL60jXgAnjHCY,1343.3
RYNFT - R10893: X - Resonance Order : RYNFT,R10893: RYNFT,Material Prep,rec7Rvs7UmGlny3Co,1703.3
RYNFT - R54176: X - Resonance Order : RYNFT,R54176: RYNFT,Material Prep,rec69a3k5yv3YCcoE,1643.3
RYNFT - R54170: X - Resonance Order : RYNFT,R54170: RYNFT,Material Prep,recA88pOuYlDI0yCk,1340.0
RYNFT - R54164: X - Resonance Order : RYNFT,R54164: RYNFT,Material Prep,reczPU6e2KKfPvvr2,1690.0
RYNFT - R54183: X - Resonance Order : RYNFT,R54183: RYNFT,Material Prep,recUtWrUHmflLEIBe,1356.7
RYNFT - R54184: X - Resonance Order : RYNFT,R54184: RYNFT,Material Prep,recZQQkVKkQkBMRrM,1700.0
RYNFT - R54187: X - Resonance Order : RYNFT,R54187: RYNFT,Material Prep,recV0VWQ1DN5EDAXu,1703.3
RYNFT - R11154: X - Resonance Order : RYNFT,R11154: RYNFT,Material Prep,recfnCy429K6VYq1n,1643.3
RYNFT - R11752: X - Resonance Order : RYNFT,R11752: RYNFT,Material Prep,reciDt9UVoXx8Ja93,1653.3
RYNFT - R54231: X - Resonance Order : RYNFT,R54231: RYNFT,Material Prep,recYcYqRASzgEsE0p,1660.0
RYNFT - R10903: X - Resonance Order : RYNFT,R10903: RYNFT,Material Prep,recxnRyzXX1yFsCzB,1680.0
RYNFT - R11796: X - Resonance Order : RYNFT,R11796: RYNFT,Scour: Wash,rec4bDK04SS4rLdUT,1633.3
RYNFT - R11163: X - Resonance Order : RYNFT,R11163: RYNFT,Material Prep,recaR1zln28NJH4eI,1660.0
RYNFT - R11735: X - Resonance Order : RYNFT,R11735: RYNFT,Material Prep,recFO4ry7kHXJhYm4,1630.0
RYNFT - R11182: X - Resonance Order : RYNFT,R11182: RYNFT,Material Prep,reclA94JdXIxgs66B,1636.7
RYNFT - R54304: X - Resonance Order : RYNFT,R54304: RYNFT,Scour: Wash,recqmMxDq6KOZsa8Q,1693.3
RYNFT - R54305: X - Resonance Order : RYNFT,R54305: RYNFT,Material Prep,recEK4EP2rJAe6Wx8,1666.7
RYNFT - R54309: X - Resonance Order : RYNFT,R54309: RYNFT,Material Prep,recL7HpnJW6ec7stP,1670.0
RYNFT - R54302: X - Resonance Order : RYNFT,R54302: RYNFT,Scour: Wash,recda0RPoJLxvmazl,1686.7
RYNFT - R11162: X - Resonance Order : RYNFT,R11162: RYNFT,Scour: Wash,recfNjJNFoJ6iBlaY,1630.0
RYNFT - R11187: X - Resonance Order : RYNFT,R11187: RYNFT,Scour: Wash,rec4IqoEljzdlM8SM,1626.7
RYNFT - R54311: X - Resonance Order : RYNFT,R54311: RYNFT,Material Prep,recNXpG0E7G5sZGWP,1630.0
RYNFT - R11771: X - Resonance Order : RYNFT,R11771: RYNFT,Scour: Wash,recqVlNmJDmQV2CeT,1636.7
RYNFT - R10893: X - Resonance Order : RYNFT,R10893: RYNFT,Material Prep,recZ2t3d6JroJ6ew2,1580.0
RYNFT - R11197: X - Resonance Order : RYNFT,R11197: RYNFT,Scour: Wash,recVh8jK8zzbAeLGu,1633.3
RYNFT - R11175: X - Resonance Order : RYNFT,R11175: RYNFT,Scour: Wash,recVke3SznUeEZQ1V,1643.3
RYNFT - R11752: X - Resonance Order : RYNFT,R11752: RYNFT,Material Prep,recwDpuC8rldgglkQ,1480.0
RYNFT - R10938: X - Resonance Order : RYNFT,R10938: RYNFT,Scour: Wash,rectXjyCagrnCfQL9,1673.3
RYNFT - R54313: X - Resonance Order : RYNFT,R54313: RYNFT,Material Prep,rec2lM35WZJd46ks1,1680.0
RYNFT - R54314: X - Resonance Order : RYNFT,R54314: RYNFT,Material Prep,recwhf48B3aSB8esF,1670.0
RYNFT - R11182: X - Resonance Order : RYNFT,R11182: RYNFT,Material Prep,recR9xPU4SyN9SDkv,1466.7
RYNFT - R11061: X - Resonance Order : RYNFT,R11061: RYNFT,Scour: Wash,recnFEdsJYB8HaX1x,1666.7
RYNFT - R11735: X - Resonance Order : RYNFT,R11735: RYNFT,Material Prep,rec6ER1289w7f3Rsv,1446.7
RYNFT - R11163: X - Resonance Order : RYNFT,R11163: RYNFT,Material Prep,recrsMQGvqw8bQEqT,1453.3
RYNFT - R11217: X - Resonance Order : RYNFT,R11217: RYNFT,Scour: Wash,rect8fQDtEvSjvt0l,1650.0
RYNFT - R10903: X - Resonance Order : RYNFT,R10903: RYNFT,Material Prep,rechFCeqab67EPqIm,1503.3
RYNFT - R54316: X - Resonance Order : RYNFT,R54316: RYNFT,Material Prep,recxYZOKefXLYUCBG,1673.3
RYNFT - R10895: X - Resonance Order : RYNFT,R10895: RYNFT,Material Prep,rec3o2bhF7F07CX4l,1493.3
RYNFT - R41951: X - Resonance Order : RYNFT,R41951: RYNFT,Material Prep,recVZk7c2JuovRLkU,1370.0
RYNFT - R11770: X - Resonance Order : RYNFT,R11770: RYNFT,Scour: Wash,recxoD8ShRCc71LWl,1633.3
RYNFT - R54317: X - Resonance Order : RYNFT,R54317: RYNFT,Material Prep,recIP709HaD4B0ZAj,1673.3
RYNFT - R11121: X - Resonance Order : RYNFT,R11121: RYNFT,Scour: Wash,recQjfA3zeOK83jf6,1670.0
RYNFT - R11210: X - Resonance Order : RYNFT,R11210: RYNFT,Scour: Wash,recm2m8pG6YZXHEkZ,1640.0
RYNFT - R11856: X - Resonance Order : RYNFT,R11856: RYNFT,Scour: Wash,recungvZRTuYhYHtU,1650.0
RYNFT - R54318: X - Resonance Order : RYNFT,R54318: RYNFT,Material Prep,recz7wqX0YEBU6cSc,1640.0
RYNFT - R11186: X - Resonance Order : RYNFT,R11186: RYNFT,Scour: Wash,rec5fiHg1Hwf3clW5,1640.0
RYNFT - R54319: X - Resonance Order : RYNFT,R54319: RYNFT,Material Prep,recxcru9SvqWd9jvJ,1680.0
RYNFT - R11201: X - Resonance Order : RYNFT,R11201: RYNFT,Scour: Wash,rec2weBE8uWEDe8ai,1640.0
RYNFT - R54320: X - Resonance Order : RYNFT,R54320: RYNFT,Material Prep,recOCKoPF8m6GAZll,1670.0
RYNFT - R11154: X - Resonance Order : RYNFT,R11154: RYNFT,Material Prep,rec9FHKB3q3aJErk7,1230.0
RYNFT - R11139: X - Resonance Order : RYNFT,R11139: RYNFT,Scour: Wash,rec8INkLIugR2jBkd,1640.0
RYNFT - R54321: X - Resonance Order : RYNFT,R54321: RYNFT,Material Prep,rec4vx626ZWnw5GJJ,1100.5
RYNFT - R54322: X - Resonance Order : RYNFT,R54322: RYNFT,Material Prep,recD5MZ606wm0Zp00,1710.0
RYNFT - R54349: X - Resonance Order : RYNFT,R54349: RYNFT,Material Prep,recvAcaxj6oer6MDL,1680.0
RYNFT - R11055: X - Resonance Order : RYNFT,R11055: RYNFT,Scour: Wash,recZGvoQUjzzDmi8J,1706.7
RYNFT - R54351: X - Resonance Order : RYNFT,R54351: RYNFT,Material Prep,reclGcVM3OjnKqSBz,1680.0
RYNFT - R11167: X - Resonance Order : RYNFT,R11167: RYNFT,Scour: Wash,recI9Lp6pfGunO7QZ,1636.7
RYNFT - R54362: X - Resonance Order : RYNFT,R54362: RYNFT,Scour: Wash,recUeTE6DjPTm9sju,1690.0
RYNFT - R11143: X - Resonance Order : RYNFT,R11143: RYNFT,Scour: Wash,recScEWq7HvYCz5PD,1645.0
RYNFT - R54363: X - Resonance Order : RYNFT,R54363: RYNFT,Scour: Wash,recAktiYuzm79TySb,1683.3
RYNFT - R54364: X - Resonance Order : RYNFT,R54364: RYNFT,Material Prep,rectpBdAEL4PXDA5k,1623.3
RYNFT - R10945: X - Resonance Order : RYNFT,R10945: RYNFT,Scour: Wash,recPxmoOr2QsbbyZa,1700.0
RYNFT - R54365: X - Resonance Order : RYNFT,R54365: RYNFT,Scour: Wash,recnfTwym4uMBjUPc,1683.3
RYNFT - R54366: X - Resonance Order : RYNFT,R54366: RYNFT,Scour: Wash,rec2wKERtTHTag0D0,1700.0
RYNFT - R54386: X - Resonance Order : RYNFT,R54386: RYNFT,Material Prep,reca1jUeefrf48Bwa,1640.0
RYNFT - R54368: X - Resonance Order : RYNFT,R54368: RYNFT,Material Prep,recBN0aUbEriV4kPu,1670.0
RYNFT - R54387: X - Resonance Order : RYNFT,R54387: RYNFT,Material Prep,recFp5Yg4Qr4jaEkv,1680.0
RYNFT - R54388: X - Resonance Order : RYNFT,R54388: RYNFT,Material Prep,recBXIBRznFQFn5dw,1670.0
RYNFT - R11145: X - Resonance Order : RYNFT,R11145: RYNFT,Scour: Wash,recnC5rprK3SPphkw,1630.0
RYNFT - R54398: X - Resonance Order : RYNFT,R54398: RYNFT,Scour: Wash,recaVALJwePtY2jtE,1630.0
RYNFT - R11753: X - Resonance Order : RYNFT,R11753: RYNFT,Scour: Wash,recf3yY9eZ8PPFL32,1650.0
RYNSP - R13517: X - PO-51,R13517: RYNSP,Scour: Dry,rectSU0TR9S1oNhu9,1566.7
RYNSP - R11599: X - Resonance Order : RYNSP,R11599: RYNSP,Scour: Dry,recOohyfuuotesJBz,1480.0
