Name,Rolls,Current Substation (from Rolls),record_id,Width Average (mm)
CSL15 - R53942: X - PO-7945,R53942: CSL15,Material Prep,recI89SpuAHgWmRab,1556.7
CSL15 - R53950: X - PO-7945,R53950: CSL15,Material Prep,recz3haCOPVrG4fjj,1546.7
CSL15 - R55577: X - PO-7945,R55577: CSL15,Material Prep,recpkNbVhDk0neMj0,1560.0
CSL15 - R55596: X - PO-7945,R55596: CSL15,Material Prep,recADGR8kZnoabQhf,1546.7
CSL15 - R55610: X - PO-7945,R55610: CSL15,Material Prep,recECNrzKZueqMcEr,1530.0
CSL15 - R55624: X - PO-7945,R55624: CSL15,Material Prep,recotR9rjRj112qz1,1520.0
CSL15 - R55675: X - PO-7945,R55675: CSL15,Material Prep,recn0sZqQ1TwW5Ggx,1550.0
CSL15 - R55678: X - PO-7945,R55678: CSL15,Material Prep,rec2z4sBuY5k6vIE1,1550.0
CSL15 - R55715: X - PO-7945,R55715: CSL15,Material Prep,recLtzXWkfOKj8EB4,1553.3
CSL15 - R55781: X - PO-7945,R55781: CSL15,Material Prep,recuCnn1monqRCe0K,1556.7
CSL15 - R55810: X - PO-7945,R55810: CSL15,Material Prep,rec9Tfpfc3Eu0k3SI,1540.0
CSL15 - R55868: X - PO-7945,R55868: CSL15,Material Prep,recD3RtSvOqKMgnEd,1550.0
CSL15 - R55880: X - PO-7945,R55880: CSL15,Material Prep,rec0VWuZvvC72a7n1,1556.7
CSL15 - R55899: X - PO-7945,R55899: CSL15,Material Prep,recZkFnK7K2eRcxCV,1550.0
CT160 - R15250: X - PO-253,R15250: CT160,Scour: Dry,recPTnivFz4ETLfik,1530.0
CT160 - R52826: X - PO-253,R52826: CT160,Material Prep,rec5pCSUcsHk6ttR3,1773.3
CT160 - R53981: X - PO-253,R53981: CT160,Material Prep,recYbC5tREWjg8x96,1553.3
CT160 - R41955: X - PO-253,R41955: CT160,Material Prep,recJOwWXRIZ47Iy1c,1356.7
CT160 - R15000: X - PO-253,R15000: CT160,Material Prep,rec0r7HiHP2ocGoW2,1763.3
CT160 - R14999: X - PO-253,R14999: CT160,Material Prep,recrrLINsnGCKr1oa,1750.0
CT160 - R54168: X - PO-253,R54168: CT160,Material Prep,recDqIQxdd5wLquzf,1533.3
CT160 - R54182: X - PO-253,R54182: CT160,Material Prep,receNEOG9RObx8ihe,1783.3
CT160 - R54186: X - PO-253,R54186: CT160,Material Prep,rec4niltTt0l8UmKQ,1763.3
CT160 - R15010: X - PO-253,R15010: CT160,Material Prep,reckQRPvkkmg17v7q,1773.3
CT160 - R54233: X - PO-253,R54233: CT160,Material Prep,recpHU0JGWebTg8Nq,1780.0
CT160 - R15244: X - PO-253,R15244: CT160,Scour: Wash,rec6zfDhb0UdFoEK5,1790.0
CT160 - R54234: X - PO-253,R54234: CT160,Material Prep,rec9xGE8FLW832ACd,1783.3
CT160 - R15000: X - PO-253,R15000: CT160,Material Prep,recPhX9t12BIH62tw,1500.0
CT160 - R41955: X - PO-253,R41955: CT160,Material Prep,recPD7MUS1hFoftlW,1306.7
CT160 - R15010: X - PO-253,R15010: CT160,Material Prep,recxw93idV47vzBsW,1413.3
CT160 - R14999: X - PO-253,R14999: CT160,Material Prep,recYm940Obapanzxs,1446.7
CT160 - R54350: X - PO-253,R54350: CT160,Material Prep,recAtxzMgTthNFKtm,1606.7
CT160 - R15204: X - PO-253,R15204: CT160,Scour: Wash,recQ6zxWDQGZSLHhT,1783.3
CT160 - R15205: X - PO-253,R15205: CT160,Scour: Wash,recK7bULDnyyBJApL,1813.3
CT160 - R15203: X - PO-253,R15203: CT160,Scour: Wash,recLXxztPkofiJI2c,1770.0
CT160 - R15202: X - PO-253,R15202: CT160,Scour: Wash,recm5J0VpEgQH1L6H,1750.0
CT160 - R54352: X - PO-253,R54352: CT160,Scour: Wash,reci5KM98G5PWDCl6,1780.0
CT160 - R54353: X - PO-253,R54353: CT160,Scour: Wash,recsg9IiuIwEWKm2u,1820.0
CT170 - R47306: X - PO-2628,R47306: CT170,Material Prep,recWfawERTWE2gucC,1346.7
CT170 - R45057: X - PO-2628,R45057: CT170,Material Prep,receuz0YHg8x61Jck,1400.0
CT170 - R43774: X - PO-2628,R43774: CT170,Material Prep,rec6cmEMSRyhOBzNT,1413.3
CT170 - R47557: X - PO-2628,R47557: CT170,Material Prep,rec44n2ONpoqidqMe,1400.0
CT170 - R34074: X - PO-2628,R34074: CT170,Material Prep,recX3inWf3ISoHSbl,1530.0
CT170 - R42147: X - PO-2628,R42147: CT170,Scour: Wash,rec8li5hYMh3exTlT,1553.3
CT170 - R48651: X - PO-2628,R48651: CT170,Scour: Wash,recwB7774Wh5xuSmn,1540.0
CT170 - R42194: X - PO-2628,R42194: CT170,Scour: Wash,recfQcu6kseS8huon,1520.0
CT170 - R42190: X - PO-2628,R42190: CT170,Scour: Wash,recFxl0OFbZGgZGd5,1496.7
CT170 - R42189: X - PO-2628,R42189: CT170,Material Prep,recYlFRVc3GigtQqk,1500.0
CT170 - R50696: X - PO-2628,R50696: CT170,Material Prep,recpUIlH2kbqMFe45,1513.3
CT170 - R42189: X - PO-2628,R42189: CT170,Material Prep,recYSVVfhIceDPfwc,1383.3
CT406 - R39765: X - PO-4786,R39765: CT406,Material Prep,recs9c6tDb5uA8D05,1450.0
CT406 - R49075: X - PO-4786,R49075: CT406,Material Prep,recduFCZuykfRTTFY,1600.0
CT406 - R49125: X - PO-4786,R49125: CT406,Material Prep,recthrX3aKSPxh4Ql,1450.0
CT406 - R49205: X - PO-4786,R49205: CT406,Material Prep,reczb3WC75yjVzDll,1590.0
CT406 - R49205: X - PO-4786,R49205: CT406,Material Prep,rec2wVBvdqawDrsDY,1586.7
CT406 - R49947: X - PO-4786,R49947: CT406,Material Prep,rec8fGTZqREIijfAo,1443.3
CT406 - R49457: X - PO-4786,R49457: CT406,Material Prep,reccXBS6E4JAYGWEz,1500.0
CT406 - R50395: X - PO-4786,R50395: CT406,Material Prep,rec6Ac5cciNuyQOhX,1573.3
CT406 - R35038: X - Resonance Order : CT406,R35038: CT406,Material Prep,reccXfaKvRopeQLmy,1573.3
CT406 - R42093: X - Resonance Order : CT406,R42093: CT406,Material Prep,recmH2aJJM4owTIWD,1566.7
CT406 - R42133: X - Resonance Order : CT406,R42133: CT406,Material Prep,rec1IoFWYTkVcukDM,1566.7
CT406 - R42181: X - Resonance Order : CT406,R42181: CT406,Scour: Wash,recfBocUpEPyt7KBd,1573.3
CT406 - R42195: X - Resonance Order : CT406,R42195: CT406,Material Prep,recgZs6FRUv0YUEU1,1580.0
CT406 - R42205: X - Resonance Order : CT406,R42205: CT406,Material Prep,recxbTfQXsAuuiweg,1585.0
CT406 - R42206: X - Resonance Order : CT406,R42206: CT406,Material Prep,recTYnbk0DNf3WlTr,1550.0
CT406 - R42218: X - Resonance Order : CT406,R42218: CT406,Material Prep,rec7Oky5vrXBYPeIC,1550.0
CT406 - R42230: X - Resonance Order : CT406,R42230: CT406,Scour: Wash,recJ07IELM9GVJsBE,1580.0
CT406 - R42231: X - Resonance Order : CT406,R42231: CT406,Scour: Wash,recvWwamo4gb7tTal,1556.7
CT406 - R42243: X - Resonance Order : CT406,R42243: CT406,Scour: Wash,recYsXgIrm8BCUStr,1523.3
CT406 - R42089: X - Resonance Order : CT406,R42089: CT406,Scour: Wash,reccOW5dfPy3u4nfm,1566.7
CT406 - R42133: X - Resonance Order : CT406,R42133: CT406,Material Prep,recQHUVbDiviivQnP,1560.0
CT406 - R51479: X - Resonance Order : CT406,R51479: CT406,Material Prep,recCElEgC1glyGvV1,1580.0
CT406 - R51480: X - Resonance Order : CT406,R51480: CT406,Material Prep,recJa6KX0wpuwAhVv,1580.0
CT406 - R51481: X - Resonance Order : CT406,R51481: CT406,Scour: Wash,recfaZTATFpUam7sw,1586.7
CT406 - R51482: X - Resonance Order : CT406,R51482: CT406,Scour: Wash,rectlc1nIbOZhDI8I,1580.0
CT406 - R51485: X - Resonance Order : CT406,R51485: CT406,Material Prep,recEkfGlUphwuf1dX,1580.0
CT406 - R51484: X - Resonance Order : CT406,R51484: CT406,Material Prep,recwuZYqN2vYFrrWV,1500.0
CT406 - R51486: X - Resonance Order : CT406,R51486: CT406,Material Prep,reco4qpBrIylL3aQO,1580.0
CT406 - R42195: X - Resonance Order : CT406,R42195: CT406,Material Prep,recwVIdhnw8oNe35L,1490.0
CT406 - R35038: X - Resonance Order : CT406,R35038: CT406,Material Prep,recg8KwcSlHpcvQE3,1490.0
CT406 - R42231: X - Resonance Order : CT406,R42231: CT406,Scour: Wash,recJL0hAmd00uxlda,1476.7
CT406 - R51485: X - Resonance Order : CT406,R51485: CT406,Material Prep,recDRcGtYY5Ws4idy,1573.3
CT406 - R42206: X - Resonance Order : CT406,R42206: CT406,Material Prep,recQ0puLSQSRK1Pgu,1540.0
CT406 - R51486: X - Resonance Order : CT406,R51486: CT406,Material Prep,rec6zP5MFyhxSsy5I,1580.0
CT406 - R52534: X - Resonance Order : CT406,R52534: CT406,Material Prep,rec9rQ5DKc1Rwyqlp,1580.0
CT406 - R52535: X - Resonance Order : CT406,R52535: CT406,Material Prep,rec7ZJ60PwKPIz82L,1576.7
CT406 - R42093: X - Resonance Order : CT406,R42093: CT406,Material Prep,recjXZ7VbNFTOvNpp,1700.0
CT406 - R52539: X - Resonance Order : CT406,R52539: CT406,Material Prep,rec8sJrMfyGIH3Rh8,1560.0
CT406 - R52540: X - Resonance Order : CT406,R52540: CT406,Material Prep,recBL2S1b0mejUfsF,1556.7
CT406 - R52541: X - Resonance Order : CT406,R52541: CT406,Material Prep,recKChPDWTtSdAikn,1546.7
CT406 - R52551: X - Resonance Order : CT406,R52551: CT406,Material Prep,recWyFoklhByhg3Gu,1660.0
CT406 - R52552: X - Resonance Order : CT406,R52552: CT406,Material Prep,recsGtZhR95TyipGZ,1148.0
CT406 - R52554: X - Resonance Order : CT406,R52554: CT406,Material Prep,recXdxkUDg4VULtbt,1625.0
CT406 - R52555: X - Resonance Order : CT406,R52555: CT406,Material Prep,rec8OEsr7RVgnm81f,1630.0
CT406 - R52551: X - Resonance Order : CT406,R52551: CT406,Material Prep,recKnHo9hy4QPKVzv,1460.0
CT406 - R52620: X - Resonance Order : CT406,R52620: CT406,Material Prep,recPHMQpJXiIfZEqs,1500.0
CT406 - R53563: X - Resonance Order : CT406,R53563: CT406,Material Prep,rec40GeQ67xM2leV0,1460.0
CTBWC - R13334: X - Resonance Order : CTBWC,R13334: CTBWC,Scour: Dry,rec3IDc2RVmQMxIZQ,1406.7
CTBWC - R52821: X - Resonance Order : CTBWC,R52821: CTBWC,Material Prep,recdHZtcde2wn22dZ,1470.0
CTBWC - R13324: X - Resonance Order : CTBWC,R13324: CTBWC,Pretreatment,recvDDRqCTziwXPhj,1460.0
CTBWC - R13324: X - Resonance Order : CTBWC,R13324: CTBWC,Pretreatment,recq4pNACUnC3X5n7,1420.0
CTBWC - R53980: X - Resonance Order : CTBWC,R53980: CTBWC,Material Prep,rec1KbZ8qDBVFholR,1413.3
CTBWC - R13321: X - Resonance Order : CTBWC,R13321: CTBWC,Pretreatment,recdIsSyjcIBBReYw,1476.7
CTBWC - R13348: X - Resonance Order : CTBWC,R13348: CTBWC,Scour: Wash,reczYwQPN6cQIlxmp,1450.0
CTBWC - R54235: X - Resonance Order : CTBWC,R54235: CTBWC,Material Prep,recrw5vFS7qV6K6Db,1460.0
CTBWC - R13321: X - Resonance Order : CTBWC,R13321: CTBWC,Pretreatment,recO3yG0WUBDu0Ywy,1403.3
CTBWC - R13323: X - Resonance Order : CTBWC,R13323: CTBWC,Scour: Wash,recKLScFaafWBjPMO,1456.7
CTBWC - R54359: X - Resonance Order : CTBWC,R54359: CTBWC,Scour: Wash,recB1q5pv3zWsqci3,1463.3
CTBWC - R54360: X - Resonance Order : CTBWC,R54360: CTBWC,Scour: Wash,recpGS2qECDq9I0Xk,1470.0
CTBWC - R11512: X - Resonance Order : CTBWC,R11512: CTBWC,Scour: Wash,receTE6vsEBtcgQ6G,1413.3
CTBWC - R13353: X - Resonance Order : CTBWC,R13353: CTBWC,Scour: Wash,recupnRJFiexbSpv3,1466.7
CTBWC - R54361: X - Resonance Order : CTBWC,R54361: CTBWC,Scour: Wash,recWDQPvD9WBkR61O,1463.3
CTF19 - R25630: X - PO-2547,R25630: CTF19,Material Prep,rec9wbRKzMsFJFuAR,1706.7
CTF19 - R25639: X - PO-2547,R25639: CTF19,Material Prep,recO9njBKnUEyq4c2,1716.7
CTF19 - R26251: X - PO-2790,R26251: CTF19,Material Prep,recY5rHsWQBJJA7KI,1700.0
CTF19 - R48634: X - PO-2790,R48634: CTF19,Material Prep,recqINNYE2KFEREQT,1696.7
CTF19 - R26272: X - PO-2790,R26272: CTF19,Material Prep,recauiu0PJxsHTPpq,1703.3
CTF19 - R26308: X - PO-2790,R26308: CTF19,Material Prep,receTwduQeFIumv7J,1723.3
CTF19 - R26294: X - PO-2790,R26294: CTF19,Material Prep,recRrLFTM1pFtKNsT,1726.7
CTF19 - R25674: X - PO-2547,R25674: CTF19,Material Prep,rec2dzsb8JNRJXWs1,1740.0
CTF19 - R25662: X - PO-2547,R25662: CTF19,Material Prep,recmzvoXLJn48ZBWe,1710.0
CTF19 - R25656: X - PO-2547,R25656: CTF19,Material Prep,recL6kE8myfy5snA1,1700.0
CTF19 - R25660: X - PO-2547,R25660: CTF19,Material Prep,recXF1t4tjUXu8xgU,1720.0
CTF19 - R29363: X - Resonance Order : CTF19,R29363: CTF19,Material Prep,recEKKMnkIIFBYpCy,1736.7
CTF19 - R50443: X - PO-2790,R50443: CTF19,Material Prep,recQFzPL1nyAbmheq,1696.7
CTF19 - R48664: X - Resonance Order : CTF19,R48664: CTF19,Material Prep,recwZb3eJ82xeyHYs,1700.0
CTF19 - R29425: X - Resonance Order : CTF19,R29425: CTF19,Material Prep,rec4pjBRpWwKaL8w0,1743.3
CTF19 - R29435: X - Resonance Order : CTF19,R29435: CTF19,Material Prep,recKIVpRV1Eh76woR,1740.0
CTF19 - R51188: X - Resonance Order : CTF19,R51188: CTF19,Material Prep,rec7PZWw8w6xLQ61e,1736.7
CTF19 - R51189: X - Resonance Order : CTF19,R51189: CTF19,Material Prep,recezmCiGAY738Muq,1725.0
CTF19 - R51817: X - PO-2547,R51817: CTF19,Material Prep,receRL2LLLEjPrWI9,1716.7
CTF19 - R25662: X - PO-2547,R25662: CTF19,Material Prep,recnHYmMwZ6AyaH3l,1710.0
CTF19 - R52067: X - PO-2547,R52067: CTF19,Material Prep,recUflPtJQdheL2UB,1710.0
CTF19 - R29446: X - Resonance Order : CTF19,R29446: CTF19,Pretreatment,recDDIOO0S6Zs4uvI,1590.0
CTF19 - R29507: X - Resonance Order : CTF19,R29507: CTF19,Material Prep,reco9nSyHuwG6Dewv,1600.0
CTF19 - R29503: X - Resonance Order : CTF19,R29503: CTF19,Material Prep,rec02nSGFoFiJBr3h,1600.0
CTF19 - R29457: X - Resonance Order : CTF19,R29457: CTF19,Material Prep,recZUNVjNAOLyDFYI,1636.7
CTF19 - R29460: X - Resonance Order : CTF19,R29460: CTF19,Material Prep,recYclNZN5OXtbgg4,1626.7
CTF19 - R49052: X - Resonance Order : CTF19,R49052: CTF19,Material Prep,recrZJyQWsWxqHNa4,1633.3
CTF19 - R29483: X - Resonance Order : CTF19,R29483: CTF19,Material Prep,recVSX3qZkQBtZy3D,1620.0
CTF19 - R49484: X - Resonance Order : CTF19,R49484: CTF19,Material Prep,rec6nqBxdcAeavilP,1623.3
CTF19 - R49612: X - Resonance Order : CTF19,R49612: CTF19,Material Prep,rec8fz0V9PAzCl8yv,1546.7
CTF19 - R49734: X - Resonance Order : CTF19,R49734: CTF19,Material Prep,recI3w2CHtfM7j3Ba,1620.0
CTF19 - R25669: X - PO-2547,R25669: CTF19,Material Prep,recs3iG0YCzgqXdGi,1646.7
CTF19 - R26257: X - PO-2790,R26257: CTF19,Material Prep,recS6CNLGEXDqZhU0,1560.0
CTF19 - R50040: X - Resonance Order : CTF19,R50040: CTF19,Material Prep,recNvTUWntru3EdLP,1646.7
CTF19 - R48629: X - PO-2790,R48629: CTF19,Material Prep,rec3kd2Ovz83Ed689,1566.7
CTF19 - R29359: X - Resonance Order : CTF19,R29359: CTF19,Material Prep,recQIcvcBK7e6b2Ji,1636.7
CTF19 - R48665: X - Resonance Order : CTF19,R48665: CTF19,Material Prep,recs6tOwXqIQ8fsMn,1750.0
CTF19 - R50954: X - PO-2790,R50954: CTF19,Material Prep,recg5RSoDbVh1o9Nv,1633.3
CTF19 - R51549: X - Resonance Order : CTF19,R51549: CTF19,Material Prep,recG494kg703aG1Nt,1606.7
CTF19 - R51972: X - PO-2790,R51972: CTF19,Material Prep,reci6ygvlsuKFuc7W,1543.3
CTF19 - R29381: X - Resonance Order : CTF19,R29381: CTF19,Material Prep,recJ4ureZqu81ZkAZ,1573.3
CTF19 - R29495: X - Resonance Order : CTF19,R29495: CTF19,Material Prep,recoWQdkb0vwI2E0L,1623.3
CTF19 - R29498: X - Resonance Order : CTF19,R29498: CTF19,Material Prep,recLgzqfScdRwiMvm,1593.3
CTF19 - R29483: X - Resonance Order : CTF19,R29483: CTF19,Material Prep,recS0YXW78WVCZTiZ,1626.7
CTF19 - R29489: X - Resonance Order : CTF19,R29489: CTF19,Material Prep,recXXITnbINWtWnQw,1603.3
CTF19 - R52400: X - PO-2790,R52400: CTF19,Material Prep,rec9kD2jT4liLDHji,1500.0
CTF19 - R53570: X - Resonance Order : CTF19,R53570: CTF19,Material Prep,recV2eDXRyzzELE3V,1500.0
CTF19 - R53586: X - Resonance Order : CTF19,R53586: CTF19,Material Prep,recXBgqNADLbFBxvO,1500.0
CTF19 - R54044: X - Resonance Order : CTF19,R54044: CTF19,Material Prep,recssoNhUL6ZjxDAA,1610.0
CTF19 - R29452: X - Resonance Order : CTF19,R29452: CTF19,Material Prep,recRIYT7fcb8WyjSf,1713.3
CTF19 - R29414: X - Resonance Order : CTF19,R29414: CTF19,Material Prep,recHLfKWTHgPPZJFM,1730.0
CTF19 - R29447: X - Resonance Order : CTF19,R29447: CTF19,Material Prep,recGozBrFAmiD3831,1723.3
CTF19 - R29467: X - Resonance Order : CTF19,R29467: CTF19,Material Prep,recKZDA0Lrj2XLLmy,1716.7
CTF19 - R29424: X - Resonance Order : CTF19,R29424: CTF19,Material Prep,rec1suuGFJrugEw2u,1723.3
CTF19 - R29382: X - Resonance Order : CTF19,R29382: CTF19,Material Prep,recqeffDL3hJ1cBHo,1726.7
CTF19 - R29480: X - Resonance Order : CTF19,R29480: CTF19,Material Prep,recMlzfdljHN00iZT,1743.3
CTF19 - R29449: X - Resonance Order : CTF19,R29449: CTF19,Material Prep,recHB6G8mqIAPRG14,1740.0
CTF19 - R29465: X - Resonance Order : CTF19,R29465: CTF19,Material Prep,recE3BJYNNpJHhpax,1730.0
CTF19 - R53660: X - Resonance Order : CTF19,R53660: CTF19,Material Prep,rec8WxGtuj6Yh3ryM,1710.0
CTF19 - R53661: X - Resonance Order : CTF19,R53661: CTF19,Material Prep,recz0Q6PIWF3C3yTL,1730.0
CTF19 - R53659: X - Resonance Order : CTF19,R53659: CTF19,Material Prep,recaabeLkaCwJVh0S,1733.3
CTF19 - R53662: X - Resonance Order : CTF19,R53662: CTF19,Material Prep,recAjvH2piR4O5OHl,1703.3
CTF19 - R42386: X - Resonance Order : CTF19,R42386: CTF19,Material Prep,recO4Vkq9vAFB02aS,1626.7
CTF19 - R48475: X - Resonance Order : CTF19,R48475: CTF19,Material Prep,recRv7U8mYS89lF6G,1643.3
CTF19 - R48475: X - Resonance Order : CTF19,R48475: CTF19,Material Prep,recFsxCx74wEGj6Yo,1640.0
CTF19 - R29443: X - Resonance Order : CTF19,R29443: CTF19,Material Prep,recIpV4aHcpHLHtZj,1720.0
CTF19 - R53665: X - Resonance Order : CTF19,R53665: CTF19,Material Prep,rec4h4HrWILn7Od1R,1736.7
CTF19 - R53663: X - Resonance Order : CTF19,R53663: CTF19,Material Prep,recA4sBlLPK9ZbipZ,1726.7
CTF19 - R53664: X - Resonance Order : CTF19,R53664: CTF19,Material Prep,rec2ndjt3ceL0NjVP,1703.3
CTF19 - R29478: X - Resonance Order : CTF19,R29478: CTF19,Material Prep,rec1727v4wcwu6QaI,1730.0
CTF19 - R29496: X - Resonance Order : CTF19,R29496: CTF19,Material Prep,recQqInzsyicpr5lN,1730.0
CTF19 - R29441: X - Resonance Order : CTF19,R29441: CTF19,Material Prep,recDNwEtj3OglxR8z,1713.3
CTF19 - R29439: X - Resonance Order : CTF19,R29439: CTF19,Material Prep,rece8qJRnJKczZf5h,1720.0
CTF19 - R29438: X - Resonance Order : CTF19,R29438: CTF19,Material Prep,recrvN0bzdLNwU1GP,1730.0
CTF19 - R29451: X - Resonance Order : CTF19,R29451: CTF19,Material Prep,recvnZLPMiWNiCQS6,1723.3
CTF19 - R29456: X - Resonance Order : CTF19,R29456: CTF19,Material Prep,recDrCqRYdkrIjHjd,1703.3
CTF19 - R53667: X - Resonance Order : CTF19,R53667: CTF19,Material Prep,recH3aBMmEJjDgzli,1706.7
CTF19 - R53666: X - Resonance Order : CTF19,R53666: CTF19,Material Prep,reca0VeuJ9vx6lB8M,1700.0
CTF19 - R53669: X - Resonance Order : CTF19,R53669: CTF19,Material Prep,recyuke87S3Q3PH4M,1723.3
CTF19 - R53668: X - Resonance Order : CTF19,R53668: CTF19,Material Prep,recfrnDYQzbZ1P8qJ,1716.7
CTF19 - R29437: X - Resonance Order : CTF19,R29437: CTF19,Material Prep,rectR2gyAmYhcuxE3,1610.0
CTF19 - R29445: X - Resonance Order : CTF19,R29445: CTF19,Material Prep,rec0ckcbaMXGSAgJr,1610.0
CTF19 - R29383: X - Resonance Order : CTF19,R29383: CTF19,Material Prep,receiE7gfP8KZz7bE,1620.0
CTF19 - R53670: X - Resonance Order : CTF19,R53670: CTF19,Material Prep,recvdQm454bKWMdJI,1710.0
CTF19 - R29440: X - Resonance Order : CTF19,R29440: CTF19,Material Prep,rectPsaRSpsPbJNoO,1553.3
CTF19 - R29450: X - Resonance Order : CTF19,R29450: CTF19,Material Prep,rec2bAKThJvkxSNfR,1600.0
CTF19 - R29398: X - Resonance Order : CTF19,R29398: CTF19,Material Prep,recDsB9MVuZOKjFtN,1590.0
CTF19 - R29423: X - Resonance Order : CTF19,R29423: CTF19,Material Prep,recyEJT1o2J46YCRj,1596.7
CTF19 - R29416: X - Resonance Order : CTF19,R29416: CTF19,Material Prep,rec0p1twcx7Crdxhh,1590.0
CTF19 - R29397: X - Resonance Order : CTF19,R29397: CTF19,Material Prep,reciMpeoqEoi2vVUo,1606.7
CTF19 - R29412: X - Resonance Order : CTF19,R29412: CTF19,Material Prep,recDXzMl0ltAiFZtP,1610.0
CTF19 - R48172: X - Resonance Order : CTF19,R48172: CTF19,Material Prep,rec54YX2pOQ1kogdB,1606.7
CTF19 - R29406: X - Resonance Order : CTF19,R29406: CTF19,Material Prep,recvAVTE1004SPxqO,1586.7
CTF19 - R29415: X - Resonance Order : CTF19,R29415: CTF19,Material Prep,recbaIEHDqTV6na0G,1600.0
CTF19 - R53706: X - Resonance Order : CTF19,R53706: CTF19,Material Prep,recDMd2r6nABGJar5,1610.0
CTF19 - R29371: X - Resonance Order : CTF19,R29371: CTF19,Material Prep,recmliRsKDxSYRwKn,1620.0
CTF19 - R29402: X - Resonance Order : CTF19,R29402: CTF19,Material Prep,recj0KFedrKZhBy0y,1560.0
CTF19 - R53707: X - Resonance Order : CTF19,R53707: CTF19,Material Prep,rechOkvOWafxccnN3,1590.0
CTF19 - R53708: X - Resonance Order : CTF19,R53708: CTF19,Material Prep,recXpuYWNftDdKDp5,1580.0
CTF19 - R29399: X - Resonance Order : CTF19,R29399: CTF19,Material Prep,reca40yRXLFYu2SU8,1590.0
CTF19 - R29395: X - Resonance Order : CTF19,R29395: CTF19,Material Prep,recRughFfqUTNwHQ9,1620.0
CTF19 - R29393: X - Resonance Order : CTF19,R29393: CTF19,Material Prep,recmN6BNXLjGMp2M1,1600.0
CTF19 - R53705: X - Resonance Order : CTF19,R53705: CTF19,Material Prep,recFvR4PHhWHvpqVH,1600.0
CTF19 - R53710: X - Resonance Order : CTF19,R53710: CTF19,Material Prep,recb3gjrYjVGGCcTo,1600.0
CTF19 - R29454: X - Resonance Order : CTF19,R29454: CTF19,Material Prep,recPTdpr4rvD9s55Q,1570.0
CTF19 - R29401: X - Resonance Order : CTF19,R29401: CTF19,Material Prep,rec2Nl7x6zkYW9EKv,1610.0
CTF19 - R29370: X - Resonance Order : CTF19,R29370: CTF19,Material Prep,recvE4Izpl5AoxeG1,1586.7
CTF19 - R29493: X - Resonance Order : CTF19,R29493: CTF19,Material Prep,recvFIRFncnx1p2pD,1593.3
CTF19 - R29508: X - Resonance Order : CTF19,R29508: CTF19,Material Prep,rec2EPamkvhFtmJSX,1586.7
CTF19 - R29422: X - Resonance Order : CTF19,R29422: CTF19,Material Prep,rec6wFJaeOI6hmqsp,1640.0
CTF19 - R53711: X - Resonance Order : CTF19,R53711: CTF19,Material Prep,recXv6vUEmcTh0UYJ,1606.7
CTF19 - R48602: X - PO-2547,R48602: CTF19,Material Prep,rec9gIE90V4cqvFcz,1676.7
CTF19 - R30323: X - ,R30323: CTF19,Material Prep,recAqnLmFFvD3uebm,1726.7
CTF19 - R53712: X - Resonance Order : CTF19,R53712: CTF19,Material Prep,recZ9KKNkoG2X6fEH,1600.0
CTF19 - R43272: X - Resonance Order : CTF19,R43272: CTF19,Material Prep,rec6IhHlkWufsG6Ph,1636.7
CTF19 - R29436: X - Resonance Order : CTF19,R29436: CTF19,Material Prep,recuuh0DetwOyokef,1740.0
CTF19 - R47923: X - Resonance Order : CTF19,R47923: CTF19,Material Prep,recMYtBadKov1a9v1,1573.3
CTF19 - R29678: X - ,R29678: CTF19,Material Prep,recUTy2xIb3Nxpw4T,1720.0
CTF19 - R29679: X - ,R29679: CTF19,Material Prep,recsEs760Rus1J5H8,1670.0
CTF19 - R31877: X - Resonance Order : CTF19,R31877: CTF19,Material Prep,recEoIqtKZBVlDXat,1750.0
CTF19 - R29403: X - Resonance Order : CTF19,R29403: CTF19,Material Prep,recAZ9S9RGJ53xBqa,1740.0
CTF19 - R31864: X - PO-2790,R31864: CTF19,Material Prep,recH0hx1AtYUsUGUz,1750.0
CTF19 - R30324: X - ,R30324: CTF19,Material Prep,recCHmFzs5pYqHBO6,1706.7
CTF19 - R47725: X - Resonance Order : CTF19,R47725: CTF19,Material Prep,recig2LPBFgxhUe1o,1580.0
CTF19 - R47520: X - Resonance Order : CTF19,R47520: CTF19,Material Prep,rechbDdFynACsPdZY,1613.3
CTF19 - R31868: X - PO-2790,R31868: CTF19,Material Prep,recrrR3o4nVwuL8Qr,1710.0
CTF19 - R32148: X - ,R32148: CTF19,Material Prep,recL7JAhM9asW8Zfi,1730.0
CTF19 - R47921: X - Resonance Order : CTF19,R47921: CTF19,Material Prep,reclmq8HzGD8FA5eU,1600.0
CTF19 - R31866: X - PO-2790,R31866: CTF19,Material Prep,recVpsdHTDeMFXDQu,1750.0
CTF19 - R44255: X - Resonance Order : CTF19,R44255: CTF19,Material Prep,recknh7RrxSOlQhRX,1613.3
CTF19 - R47922: X - Resonance Order : CTF19,R47922: CTF19,Material Prep,recKTn9dOxlxZw7K2,1580.0
CTF19 - R53714: X - PO-2790,R53714: CTF19,Material Prep,recxIFQoFopvzIMzL,1660.0
CTF19 - R53715: X - Resonance Order : CTF19,R53715: CTF19,Material Prep,recUgm4f3fdZz3tuZ,1590.0
CTF19 - R53713: X - PO-2790,R53713: CTF19,Material Prep,recPgH6P8oQsEhF2T,1530.0
